student_id,name,gender,class,subject,marks,attendance_percentage,study_hours
1297,Faizan Awan,Female,12-B,History,52.9,70.9,3.1
1267,Eman Malik,Female,12-A,Mathematics,48.9,72.0,2.8
1021,Noman Shah,Male,11-B,History,57.0,79.8,2.1
1112,Saad Ahmed,Female,10-A,Mathematics,77.7,84.6,4.4
1246,Zainab Chaudhry,Male,10-A,Computer Science,76.7,79.2,3.9
1258,Zainab Mirza,Female,12-B,English,94.0,83.8,5.7
1224,Danish Yousaf,Male,10-A,Science,89.7,87.7,5.2
1190,Noman Malik,Male,9-B,Mathematics,80.7,85.6,5.6
1284,Kamran Yousaf,Female,9-B,Computer Science,66.0,77.0,1.1
1015,Warda Raza,Male,10-B,Computer Science,34.9,58.0,0.2
1102,Ayesha Baig,Female,9-A,English,36.8,50.1,2.0
1274,Usman Yousaf,Female,9-A,History,62.7,74.6,1.9
1044,Iqra Malik,Male,9-A,History,60.3,76.0,3.2
1268,Nida Rana,Male,9-A,Science,59.8,69.1,4.9
1217,Arham Butt,Male,9-A,Mathematics,52.6,69.2,3.3
1054,Tariq Malik,Female,9-A,Mathematics,50.6,74.3,2.0
1189,Maria Farooq,Male,10-B,Mathematics,45.3,76.1,2.5
1277,Faizan Hussain,Female,9-A,Science,42.9,66.3,0.3
1087,Bilal Rana,Male,9-B,Computer Science,51.7,57.8,0.6
1023,Eman Abbasi,Female,9-B,Mathematics,56.2,79.9,2.9
1103,Asad Butt,Male,11-A,Mathematics,38.5,45.2,0.4
1009,Rimsha Hussain,Male,12-A,Mathematics,34.4,68.9,0.7
1101,Hassan Ahmed,Male,10-A,Computer Science,69.0,76.8,4.7
1056,Nida Rana,Female,12-A,Science,84.8,76.9,5.9
1162,Eman Iqbal,Male,11-B,Computer Science,32.4,60.0,1.9
1068,Fatima Mirza,Male,11-A,Computer Science,69.8,75.9,2.6
1227,Hira Rana,Male,9-B,Science,70.0,82.4,2.7
1178,Eman Khan,Male,10-B,English,70.6,81.2,1.7
1238,Tariq Khan,Female,9-A,Computer Science,43.3,54.4,1.4
1038,Maria Awan,Male,10-A,Mathematics,64.1,87.6,3.8
1160,Arham Yousaf,Female,11-A,History,63.7,76.6,3.1
1219,Kamran Butt,Female,9-B,English,97.5,100.0,4.0
1149,Imran Shah,Male,9-A,Computer Science,43.1,68.7,1.6
1189,Maria Farooq,Male,10-B,History,61.3,76.1,2.5
1230,Ali Malik,Male,12-A,English,63.6,66.3,1.0
1203,Omar Hussain,Female,11-A,English,84.7,81.9,4.2
1013,Sana Awan,Female,10-B,Science,45.3,59.5,1.0
1186,Saad Butt,Female,10-B,Mathematics,59.3,75.7,4.9
1116,Javeria Khan,Female,12-B,History,66.9,80.5,2.0
1160,Arham Yousaf,Female,11-A,English,81.8,76.6,3.1
1132,Danish Qureshi,Male,12-B,Mathematics,39.4,54.4,1.5
1203,Omar Hussain,Female,11-A,History,73.0,81.9,4.2
1078,Ali Awan,Female,9-A,English,86.4,75.9,3.2
1026,Hamza Abbasi,Male,10-A,English,72.5,86.6,2.0
1286,Eman Qureshi,Male,12-B,Mathematics,71.9,80.2,4.5
1051,Zainab Raza,Male,9-B,Science,56.8,77.2,5.1
1260,Saad Khan,Female,11-B,History,78.3,76.6,4.9
1109,Laiba Butt,Male,12-B,History,73.2,69.2,4.4
1062,Fatima Hussain,Female,9-B,English,35.2,67.9,0.6
1039,Ahmed Shah,Female,9-B,History,94.4,,4.9
1130,Zainab Rana,Female,9-B,Science,83.2,82.8,2.0
1101,Hassan Ahmed,Male,10-A,English,999.0,76.8,4.7
1007,Owais Baig,Male,12-B,History,46.8,66.0,3.1
1226,Rimsha Hussain,Male,10-A,Mathematics,72.5,85.3,3.6
1161,Rabia Farooq,Male,11-A,Mathematics,63.5,69.3,1.3
1185,Rabia Malik,Male,12-B,Computer Science,39.1,65.2,0.0
1012,Kamran Javed,Female,10-B,English,51.0,68.2,4.0
1200,Ayesha Abbasi,Female,12-B,Mathematics,41.9,64.1,1.9
1072,Asad Ahmed,Male,11-B,History,90.9,78.3,5.1
1263,Rehan Butt,Male,12-A,History,35.8,59.5,1.2
1010,Sana Mirza,Female,10-B,Mathematics,73.1,82.0,3.6
1240,Bushra Iqbal,Male,11-A,English,,69.6,0.3
1229,Junaid Javed,Male,9-A,English,76.2,83.5,2.5
1177,Usman Raza,Female,9-B,Science,49.6,68.2,2.4
1014,Arham Qureshi,Male,11-A,History,80.5,79.3,3.5
1064,Junaid Abbasi,Female,10-A,History,72.0,89.0,4.1
1059,Imran Yousaf,Male,12-A,Science,66.5,77.4,3.0
1010,Sana Mirza,Female,10-B,Science,75.9,82.0,3.6
1056,Nida Rana,Female,12-A,English,93.7,76.9,5.9
1279,Zainab Mirza,Male,12-B,Computer Science,71.0,68.6,3.5
1060,Nida Malik,Female,11-A,English,66.1,85.0,0.1
1045,Eman Abbasi,Female,11-B,Computer Science,84.5,84.8,
1173,Kinza Sheikh,Male,11-A,Computer Science,85.6,77.6,5.3
1186,Saad Butt,Female,10-B,Computer Science,72.1,75.7,4.9
1218,Imran Malik,Female,12-A,Computer Science,50.0,64.7,0.0
1218,Imran Malik,Female,12-A,Mathematics,35.1,64.7,0.0
1073,Nida Sheikh,Female,12-B,Computer Science,58.2,78.5,2.3
1086,Hassan Mirza,Male,9-A,English,59.7,77.0,2.1
1169,Kinza Rana,Female,10-B,Mathematics,57.1,81.3,0.0
1074,Zainab Sheikh,Male,9-B,Science,66.7,84.1,2.2
1001,Bilal Javed,Female,10-B,Mathematics,70.3,86.6,1.6
1155,Eman Sheikh,Female,12-A,History,59.3,86.0,4.3
1169,Kinza Rana,Female,10-B,English,69.2,81.3,0.0
1212,Iqra Rana,Male,10-A,History,85.9,87.0,4.4
1014,Arham Qureshi,Male,11-A,Science,60.2,79.3,3.5
1287,Zara Mirza,Female,11-A,History,34.0,70.0,2.6
1007,Owais Baig,Male,12-B,Science,60.6,66.0,3.1
1174,Mahnoor Shah,Female,10-B,English,76.7,82.5,4.5
1219,Kamran Butt,Female,9-B,Science,86.6,100.0,4.0
1231,Ali Ahmed,Male,10-B,Computer Science,92.2,,4.7
1006,Bushra Butt,Male,10-B,History,87.6,80.4,4.0
1059,Imran Yousaf,Male,12-A,Computer Science,76.8,77.4,3.0
1249,Eman Yousaf,Male,9-A,Mathematics,68.8,83.6,3.0
1023,Eman Abbasi,Female,9-B,History,66.8,79.9,2.9
1050,Danish Chaudhry,Female,10-B,Mathematics,54.9,63.7,1.1
1084,Fatima Ahmed,Female,11-A,Mathematics,34.5,55.7,0.0
1154,Arham Abbasi,Female,11-A,Computer Science,97.8,96.1,4.2
1033,Laiba Malik,Female,12-B,Science,47.1,59.7,0.6
1136,Maria Rana,Male,9-B,History,48.1,65.0,0.3
1083,Hassan Butt,Male,12-B,Science,64.2,77.6,3.5
1236,Shahzaib Rana,Male,9-B,Science,47.3,63.3,1.2
1008,Faizan Butt,Male,9-B,History,54.0,63.3,2.7
1024,Tariq Rana,Male,12-A,Science,58.0,72.2,2.3
1290,Fatima Awan,Male,10-B,Science,84.1,86.3,5.1
1001,Bilal Javed,Female,10-B,Science,73.1,86.6,1.6
1291,Asad Shah,Female,9-B,English,63.3,58.2,2.2
1050,Danish Chaudhry,Female,10-B,English,57.5,63.7,1.1
1278,Zara Iqbal,Male,12-B,English,100.0,93.1,5.9
1134,Noman Raza,Female,9-A,Mathematics,47.2,69.1,3.3
1288,Danish Ahmed,Male,9-B,Science,88.9,88.8,4.3
1228,Laiba Farooq,Male,9-A,History,66.0,78.6,2.7
1277,Faizan Hussain,Female,9-A,History,63.8,66.3,0.3
1019,Rimsha Butt,Male,11-B,English,78.6,79.7,3.4
1077,Rabia Malik,Male,12-A,Science,55.0,61.3,4.7
1023,Eman Abbasi,Female,9-B,Computer Science,73.5,79.9,2.9
1244,Ali Raza,Female,9-A,Mathematics,49.8,61.5,1.8
1219,Kamran Butt,Female,9-B,Computer Science,84.6,100.0,4.0
1051,Zainab Raza,Male,9-B,Computer Science,56.4,77.2,5.1
1086,Hassan Mirza,Male,9-A,Computer Science,59.7,77.0,2.1
1118,Hassan Siddiqui,Female,10-B,History,61.6,75.2,0.0
1036,Zainab Khan,Male,10-B,History,58.5,65.8,3.2
1243,Tariq Ahmed,Male,9-B,Science,79.7,83.3,4.4
1113,Maria Abbasi,Female,12-A,Mathematics,,90.8,5.3
1078,Ali Awan,Female,9-A,Computer Science,81.3,75.9,3.2
1027,Faizan Butt,Male,12-B,English,62.8,63.6,3.3
1216,Tariq Qureshi,Male,10-B,Computer Science,99.3,83.9,6.2
1297,Faizan Awan,Female,12-B,Computer Science,57.3,70.9,3.1
1115,Warda Shah,Female,11-B,Mathematics,58.4,74.3,2.9
1058,Danish Ahmed,Male,12-B,Computer Science,63.2,66.6,1.3
1050,Danish Chaudhry,Female,10-B,Science,,63.7,1.1
1226,Rimsha Hussain,Male,10-A,Science,73.8,,3.6
1156,Kinza Sheikh,Female,9-A,Mathematics,56.0,67.0,3.5
1111,Iqra Mirza,Female,11-B,English,69.5,72.0,2.6
1018,Danish Ahmed,Female,11-B,Computer Science,61.2,76.1,3.6
1039,Ahmed Shah,Female,9-B,English,93.2,98.5,4.9
1205,Javeria Malik,Female,9-A,Mathematics,76.0,78.1,4.8
1299,Maria Malik,Male,9-B,Mathematics,65.6,61.3,2.8
1294,Saad Ahmed,Female,12-B,Computer Science,93.8,85.3,4.3
1088,Bilal Baig,Female,12-B,Science,37.0,66.3,0.0
1205,Javeria Malik,Female,9-A,English,86.2,78.1,4.8
1192,Omar Malik,Male,12-B,English,,85.0,5.6
1131,Rabia Mirza,Female,12-B,Science,81.2,74.4,3.1
1196,Kinza Javed,Female,9-B,Computer Science,53.1,70.0,3.0
1030,Hassan Iqbal,Female,10-A,Science,39.8,68.0,2.3
1024,Tariq Rana,Male,12-A,History,70.8,72.2,2.3
1203,Omar Hussain,Female,11-A,Computer Science,85.0,81.9,4.2
1291,Asad Shah,Female,9-B,Computer Science,47.8,58.2,2.2
1107,Hira Mirza,Female,12-B,History,64.3,81.9,2.2
1173,Kinza Sheikh,Male,11-A,English,67.6,77.6,5.3
1161,Rabia Farooq,Male,11-A,English,69.6,69.3,1.3
1005,Fatima Javed,Female,10-A,English,93.3,83.9,4.1
1254,Omar Shah,Female,12-B,Mathematics,67.8,64.3,3.9
1202,Bushra Awan,Male,10-A,Science,89.6,97.6,6.5
1225,Noman Awan,Female,10-A,History,75.1,72.5,3.0
1180,Bushra Shah,Male,12-B,English,43.5,59.1,0.2
1208,Kamran Iqbal,Male,11-B,Science,69.6,80.0,4.2
1006,Bushra Butt,Male,10-B,Science,54.9,80.4,4.0
1136,Maria Rana,Male,9-B,Science,41.7,65.0,0.3
1003,Zara Chaudhry,Male,12-B,Computer Science,66.6,82.3,3.6
1101,Hassan Ahmed,Male,10-A,Mathematics,70.7,76.8,4.7
1247,Ali Shah,Female,9-A,History,35.4,53.1,0.0
1178,Eman Khan,Male,10-B,English,70.6,81.2,1.7
1017,Warda Awan,Male,10-B,English,67.2,-10.0,3.2
1071,Zara Abbasi,Male,11-A,History,57.9,73.8,0.3
1254,Omar Shah,Female,12-B,Science,69.0,64.3,3.9
1285,Ali Raza,Female,9-A,Computer Science,58.2,70.4,2.0
1242,Faizan Butt,Female,12-B,Mathematics,83.8,93.3,4.7
1121,Fatima Iqbal,Female,11-B,Mathematics,38.3,54.1,0.3
1176,Nida Raza,Male,9-A,Mathematics,43.1,75.0,2.1
1055,Sana Qureshi,Female,11-B,History,65.8,78.4,3.3
1183,Danish Rana,Male,11-A,English,40.6,71.0,0.0
1137,Warda Baig,Male,11-A,Computer Science,,72.9,1.8
1225,Noman Awan,Female,10-A,Computer Science,80.9,72.5,3.0
1094,Bilal Sheikh,Female,10-B,Science,63.2,77.5,3.8
1278,Zara Iqbal,Male,12-B,Computer Science,92.4,93.1,5.9
1264,Bilal Yousaf,Female,12-A,History,54.1,59.9,1.6
1133,Usman Shah,Male,10-B,English,83.0,83.6,1.4
1188,Maria Raza,Male,9-B,History,57.8,68.8,
1090,Bushra Butt,Male,12-B,English,51.5,,1.9
1075,Nida Chaudhry,Male,11-B,Science,54.0,64.1,2.3
1112,Saad Ahmed,Female,10-A,English,86.6,84.6,4.4
1171,Junaid Javed,Female,9-A,Computer Science,83.5,97.4,4.5
1199,Kinza Sheikh,Male,11-B,Computer Science,71.0,81.4,2.7
1213,Hassan Sheikh,Female,9-B,History,63.0,74.0,1.2
1055,Sana Qureshi,Female,11-B,Science,61.4,78.4,3.3
1122,Shahzaib Abbasi,Female,12-B,Mathematics,69.5,66.3,3.9
1090,Bushra Butt,Male,12-B,Computer Science,61.8,72.3,1.9
1296,Tariq Siddiqui,Male,12-A,Science,70.4,86.4,3.5
1105,Bushra Chaudhry,Female,11-B,History,69.2,79.1,3.3
1043,Bushra Qureshi,Male,9-B,Computer Science,49.9,77.8,1.0
1069,Bilal Iqbal,Female,11-A,Computer Science,53.7,71.5,3.5
1168,Owais Rana,Female,12-B,History,61.1,53.0,0.0
1263,Rehan Butt,Male,12-A,Computer Science,46.1,59.5,1.2
1030,Hassan Iqbal,Female,10-A,English,72.4,68.0,2.3
1293,Owais Hussain,Female,9-A,Mathematics,53.8,72.5,1.0
1238,Tariq Khan,Female,9-A,Mathematics,43.7,54.4,
1145,Warda Sheikh,Male,10-B,History,82.2,80.1,4.7
1083,Hassan Butt,Male,12-B,English,66.7,77.6,3.5
1138,Kamran Sheikh,Male,9-B,History,96.8,96.6,6.6
1271,Usman Sheikh,Male,9-A,Computer Science,83.0,83.6,4.6
1157,Asad Butt,Female,11-B,History,94.4,98.8,6.8
1069,Bilal Iqbal,Female,11-A,English,70.4,71.5,3.5
1190,Noman Malik,Male,9-B,English,75.8,85.6,5.6
1150,Saad Khan,Male,9-B,English,78.2,78.2,4.3
1035,Kinza Iqbal,Female,11-A,History,64.3,70.7,3.5
1147,Rabia Hussain,Female,12-A,History,67.9,66.2,3.0
1076,Saad Abbasi,Male,10-B,English,96.9,90.8,5.7
1208,Kamran Iqbal,Male,11-B,History,77.4,80.0,4.2
1148,Mahnoor Raza,Female,10-B,History,51.5,76.4,2.1
1215,Kinza Abbasi,Female,9-B,Computer Science,71.4,78.7,3.3
1011,Iqra Butt,Female,9-A,English,75.6,81.1,1.6
1004,Tariq Raza,Male,11-A,History,59.2,72.6,1.7
1045,Eman Abbasi,Female,11-B,Science,76.4,84.8,3.9
1211,Zainab Hussain,Female,12-B,History,83.4,79.5,5.2
1229,Junaid Javed,Male,9-A,Mathematics,53.7,83.5,2.5
1020,Farah Siddiqui,Female,10-A,Mathematics,28.2,55.5,0.0
1053,Owais Malik,Female,12-B,Science,78.7,76.2,3.4
1261,Fatima Rana,Male,10-B,English,83.3,81.7,4.3
1036,Zainab Khan,Male,10-B,Computer Science,53.2,65.8,3.2
1144,Junaid Malik,Female,10-B,Science,73.3,77.5,3.3
1286,Eman Qureshi,Male,12-B,Computer Science,80.4,80.2,4.5
1037,Iqra Rana,Male,12-B,Computer Science,80.0,85.1,3.6
1094,Bilal Sheikh,Female,10-B,English,67.1,77.5,3.8
1181,Rabia Malik,Female,10-A,History,50.6,56.5,0.4
1015,Warda Raza,Male,10-B,Science,36.5,58.0,0.2
1243,Tariq Ahmed,Male,9-B,Mathematics,76.0,83.3,4.4
1070,Ahmed Qureshi,Male,10-B,Science,74.5,77.9,3.9
1006,Bushra Butt,Male,10-B,Computer Science,73.6,80.4,4.0
1160,Arham Yousaf,Female,11-A,Science,54.6,76.6,3.1
1032,Rehan Awan,Male,10-A,English,80.7,87.9,3.5
1187,Eman Rana,Female,12-A,English,46.7,70.5,3.4
1132,Danish Qureshi,Male,12-B,History,50.1,54.4,1.5
1267,Eman Malik,Female,12-A,Computer Science,58.4,72.0,2.8
1079,Shahzaib Abbasi,Male,10-B,Computer Science,65.9,81.7,3.9
1198,Faizan Malik,Male,9-B,History,72.0,75.5,3.6
1241,Iqra Ahmed,Male,9-A,Science,42.7,62.1,
1214,Rimsha Yousaf,Male,11-B,Mathematics,61.3,74.0,5.7
1081,Ali Malik,Female,12-B,English,,70.5,3.1
1198,Faizan Malik,Male,9-B,Computer Science,66.4,75.5,3.6
1136,Maria Rana,Male,9-B,English,38.7,65.0,0.3
1165,Asad Yousaf,Male,10-B,English,50.0,75.5,2.6
1193,Shahzaib Hussain,Female,11-A,History,75.3,60.1,3.9
1168,Owais Rana,Female,12-B,Mathematics,42.0,53.0,0.0
1207,Bushra Raza,Female,11-B,History,72.3,73.8,2.7
1251,Zainab Abbasi,Male,12-B,History,63.3,77.7,2.2
1188,Maria Raza,Male,9-B,Computer Science,36.2,68.8,1.2
1211,Zainab Hussain,Female,12-B,Computer Science,80.2,79.5,5.2
1139,Mahnoor Javed,Female,10-B,Science,64.0,87.5,3.2
1244,Ali Raza,Female,9-A,Computer Science,42.1,61.5,1.8
1067,Saad Baig,Female,9-A,Computer Science,42.9,62.0,0.0
1175,Bushra Malik,Male,9-B,History,74.5,66.8,4.4
1162,Eman Iqbal,Male,11-B,Mathematics,41.0,60.0,1.9
1002,Zainab Yousaf,Female,12-A,English,51.8,72.4,1.6
1104,Bilal Yousaf,Male,12-A,English,55.8,73.3,0.4
1040,Nida Butt,Male,11-A,English,55.8,60.8,2.3
1060,Nida Malik,Female,11-A,Science,50.2,85.0,0.1
1221,Usman Rana,Male,11-B,Computer Science,50.0,54.6,2.0
1270,Mahnoor Abbasi,Female,11-A,Science,55.3,61.5,1.8
1025,Eman Qureshi,Male,11-B,English,63.1,67.9,1.9
1076,Saad Abbasi,Male,10-B,History,91.4,90.8,5.7
1213,Hassan Sheikh,Female,9-B,English,56.3,74.0,1.2
1265,Mahnoor Chaudhry,Male,9-A,History,68.8,84.4,3.5
1222,Fatima Hussain,Female,11-A,Computer Science,71.6,,3.2
1033,Laiba Malik,Female,12-B,English,31.7,59.7,0.6
1025,Eman Qureshi,Male,11-B,Computer Science,50.1,67.9,1.9
1111,Iqra Mirza,Female,11-B,Science,56.4,72.0,2.6
1001,Bilal Javed,Female,10-B,Computer Science,77.6,86.6,1.6
1184,Iqra Hussain,Male,12-A,Mathematics,50.7,83.4,2.1
1192,Omar Malik,Male,12-B,History,90.1,85.0,5.6
1258,Zainab Mirza,Female,12-B,Computer Science,85.2,83.8,5.7
1123,Ayesha Javed,Female,9-A,Science,59.4,66.2,2.8
1058,Danish Ahmed,Male,12-B,English,51.4,66.6,1.3
1192,Omar Malik,Male,12-B,Science,72.2,85.0,5.6
1122,Shahzaib Abbasi,Female,12-B,History,65.7,66.3,3.9
1262,Rimsha Sheikh,Female,12-B,Computer Science,92.2,96.0,5.8
1182,Nida Siddiqui,Male,11-A,History,68.3,72.0,2.1
1102,Ayesha Baig,Female,9-A,Science,38.5,50.1,2.0
1072,Asad Ahmed,Male,11-B,Science,78.1,78.3,5.1
1071,Zara Abbasi,Male,11-A,English,48.1,73.8,0.3
1169,Kinza Rana,Female,10-B,Computer Science,42.5,81.3,0.0
1168,Owais Rana,Female,12-B,Science,39.5,53.0,0.0
1190,Noman Malik,Male,9-B,Science,89.5,85.6,5.6
1134,Noman Raza,Female,9-A,English,65.6,69.1,3.3
1178,Eman Khan,Male,10-B,Science,76.1,81.2,1.7
1253,Ali Qureshi,Female,10-A,Science,61.2,77.0,2.4
1067,Saad Baig,Female,9-A,History,42.7,62.0,0.0
1031,Noman Mirza,Male,12-B,History,59.3,67.5,0.8
1158,Danish Rana,Male,11-A,English,64.0,76.3,1.7
1101,Hassan Ahmed,Male,10-A,Science,67.6,76.8,4.7
1145,Warda Sheikh,Male,10-B,Science,72.7,80.1,4.7
1075,Nida Chaudhry,Male,11-B,History,61.1,64.1,2.3
1119,Kamran Yousaf,Female,12-A,Mathematics,49.4,70.7,4.0
1063,Sana Chaudhry,Male,11-B,English,68.0,80.1,3.3
1009,Rimsha Hussain,Male,12-A,English,48.7,68.9,0.7
1237,Javeria Baig,Male,11-A,Computer Science,57.8,82.9,4.0
1130,Zainab Rana,Female,9-B,Mathematics,67.1,82.8,2.0
1257,Shahzaib Chaudhry,Female,9-B,Computer Science,55.6,71.1,2.3
1195,Arham Ahmed,Female,10-A,Science,55.5,84.6,
1292,Ali Farooq,Female,10-B,English,38.2,43.9,0.5
1105,Bushra Chaudhry,Female,11-B,English,71.5,79.1,3.3
1245,Bilal Malik,Female,12-A,Computer Science,55.1,65.3,1.1
1153,Tariq Butt,Female,12-A,English,44.9,67.9,1.5
1300,Nida Iqbal,Female,9-A,Computer Science,65.9,61.0,3.2
1226,Rimsha Hussain,Male,10-A,History,90.5,85.3,3.6
1141,Laiba Malik,Male,11-B,Computer Science,47.6,73.5,
1252,Tariq Malik,Female,10-A,Computer Science,89.1,89.3,5.3
1272,Rabia Yousaf,Male,9-A,Mathematics,71.4,96.5,3.6
1189,Maria Farooq,Male,10-B,Computer Science,64.1,76.1,2.5
1034,Zainab Chaudhry,Male,12-A,History,79.2,,5.2
1073,Nida Sheikh,Female,12-B,Mathematics,58.2,78.5,2.3
1204,Maria Hussain,Male,11-B,History,54.2,66.7,2.8
1300,Nida Iqbal,Female,9-A,Mathematics,47.0,61.0,3.2
1149,Imran Shah,Male,9-A,History,46.2,68.7,1.6
1055,Sana Qureshi,Female,11-B,English,66.1,78.4,3.3
1104,Bilal Yousaf,Male,12-A,Computer Science,69.9,73.3,0.4
1163,Fatima Raza,Female,12-A,Computer Science,71.2,,1.8
1164,Zainab Chaudhry,Female,11-B,History,82.2,91.9,4.5
1147,Rabia Hussain,Female,12-A,Computer Science,,66.2,3.0
1285,Ali Raza,Female,9-A,Science,48.2,70.4,2.0
1266,Kinza Yousaf,Female,11-A,Mathematics,75.7,68.2,4.2
1235,Warda Awan,Male,10-B,English,82.4,75.9,4.9
1300,Nida Iqbal,Female,9-A,English,50.9,61.0,3.2
1225,Noman Awan,Female,10-A,Science,79.5,72.5,3.0
1026,Hamza Abbasi,Male,10-A,History,68.6,86.6,2.0
1200,Ayesha Abbasi,Female,12-B,History,53.0,64.1,1.9
1286,Eman Qureshi,Male,12-B,Science,81.6,80.2,4.5
1109,Laiba Butt,Male,12-B,Computer Science,63.4,69.2,4.4
1076,Saad Abbasi,Male,10-B,Computer Science,77.8,90.8,5.7
1041,Laiba Yousaf,Male,11-A,History,77.4,75.7,4.5
1069,Bilal Iqbal,Female,11-A,History,,71.5,3.5
1259,Rehan Shah,Female,10-B,English,71.0,74.2,3.5
1282,Hamza Chaudhry,Male,9-A,Science,49.2,68.3,0.5
1104,Bilal Yousaf,Male,12-A,History,51.7,73.3,0.4
1098,Maria Farooq,Male,10-B,History,67.1,90.6,3.3
1298,Noman Farooq,Male,11-B,History,58.1,55.6,0.0
1184,Iqra Hussain,Male,12-A,English,64.5,83.4,2.1
1047,Nida Hussain,Male,12-B,English,97.4,84.9,5.1
1159,Ayesha Butt,Female,11-A,Computer Science,48.3,64.3,1.2
1284,Kamran Yousaf,Female,9-B,History,55.3,77.0,1.1
1225,Noman Awan,Female,10-A,English,74.0,72.5,3.0
1103,Asad Butt,Male,11-A,Computer Science,41.4,45.2,0.4
1300,Nida Iqbal,Female,9-A,History,46.5,61.0,3.2
1103,Asad Butt,Male,11-A,Science,41.6,45.2,0.4
1023,Eman Abbasi,Female,9-B,English,71.6,79.9,2.9
1290,Fatima Awan,Male,10-B,Computer Science,79.3,86.3,5.1
1044,Iqra Malik,Male,9-A,English,90.1,76.0,3.2
1100,Javeria Javed,Male,10-A,Computer Science,60.9,72.2,3.2
1297,Faizan Awan,Female,12-B,English,61.2,70.9,3.1
1187,Eman Rana,Female,12-A,Computer Science,64.3,70.5,3.4
1046,Usman Khan,Female,11-A,Mathematics,,69.9,3.3
1209,Zainab Baig,Female,12-B,English,36.0,57.8,0.2
1259,Rehan Shah,Female,10-B,Science,71.7,74.2,3.5
1281,Sana Baig,Female,10-B,Science,60.1,71.5,0.5
1080,Zainab Malik,Male,12-B,English,82.2,72.6,3.6
1109,Laiba Butt,Male,12-B,Mathematics,67.8,69.2,4.4
1066,Ali Raza,Female,11-B,History,67.7,80.5,3.7
1160,Arham Yousaf,Female,11-A,Mathematics,40.1,76.6,3.1
1170,Zainab Javed,Female,11-A,History,49.9,63.7,0.6
1292,Ali Farooq,Female,10-B,Computer Science,21.0,43.9,0.5
1019,Rimsha Butt,Male,11-B,History,75.1,79.7,3.4
1043,Bushra Qureshi,Male,9-B,History,56.0,77.8,1.0
1155,Eman Sheikh,Female,12-A,Mathematics,62.7,86.0,4.3
1068,Fatima Mirza,Male,11-A,English,80.2,75.9,2.6
1161,Rabia Farooq,Male,11-A,History,62.8,69.3,1.3
1043,Bushra Qureshi,Male,9-B,English,51.0,77.8,1.0
1124,Sana Mirza,Male,9-A,History,29.3,64.7,0.0
1228,Laiba Farooq,Male,9-A,Computer Science,82.0,78.6,2.7
1237,Javeria Baig,Male,11-A,English,60.3,82.9,4.0
1234,Fatima Butt,Male,12-A,History,73.3,82.2,3.6
1228,Laiba Farooq,Male,9-A,Science,67.3,78.6,2.7
1008,Faizan Butt,Male,9-B,Science,47.2,63.3,2.7
1022,Javeria Baig,Female,10-B,Mathematics,45.0,67.7,2.3
1073,Nida Sheikh,Female,12-B,English,75.5,78.5,2.3
1171,Junaid Javed,Female,9-A,Mathematics,75.6,97.4,4.5
1152,Imran Qureshi,Female,12-A,Science,69.7,81.4,5.3
1152,Imran Qureshi,Female,12-A,History,67.7,81.4,5.3
1074,Zainab Sheikh,Male,9-B,Mathematics,,84.1,2.2
1172,Hira Yousaf,Female,10-B,Science,100.0,88.5,5.4
1254,Omar Shah,Female,12-B,Computer Science,69.9,64.3,3.9
1298,Noman Farooq,Male,11-B,History,58.1,55.6,0.0
1114,Laiba Qureshi,Male,12-A,Mathematics,35.6,59.7,1.3
1050,Danish Chaudhry,Female,10-B,Computer Science,59.4,63.7,1.1
1096,Kamran Hussain,Male,10-B,Science,85.1,78.1,4.9
1238,Tariq Khan,Female,9-A,History,48.8,54.4,1.4
1157,Asad Butt,Female,11-B,Science,86.3,98.8,6.8
1091,Junaid Qureshi,Male,9-B,Computer Science,70.8,83.5,2.9
1274,Usman Yousaf,Female,9-A,Computer Science,63.0,,1.9
1241,Iqra Ahmed,Male,9-A,Mathematics,50.9,62.1,1.6
1222,Fatima Hussain,Female,11-A,English,79.1,79.8,3.2
1047,Nida Hussain,Male,12-B,Mathematics,81.8,84.9,5.1
1131,Rabia Mirza,Female,12-B,English,67.2,74.4,3.1
1015,Warda Raza,Male,10-B,Mathematics,28.6,58.0,0.2
1123,Ayesha Javed,Female,9-A,Mathematics,54.3,66.2,2.8
1235,Warda Awan,Male,10-B,Computer Science,71.3,75.9,4.9
1292,Ali Farooq,Female,10-B,Mathematics,2.1,43.9,0.5
1283,Hamza Shah,Female,11-A,Mathematics,43.0,73.4,0.0
1295,Asad Ahmed,Female,12-A,Mathematics,54.8,71.8,4.6
1083,Hassan Butt,Male,12-B,Mathematics,74.9,77.6,3.5
1280,Owais Javed,Male,11-A,Science,60.4,78.2,5.0
1231,Ali Ahmed,Male,10-B,Science,74.3,85.7,4.7
1068,Fatima Mirza,Male,11-A,History,76.0,75.9,2.6
1206,Laiba Khan,Female,10-A,Mathematics,82.9,83.5,2.9
1009,Rimsha Hussain,Male,12-A,History,48.0,68.9,0.7
1108,Maria Ahmed,Female,12-A,Computer Science,73.4,86.5,2.9
1121,Fatima Iqbal,Female,11-B,Science,40.1,54.1,0.3
1194,Hassan Baig,Male,10-B,Mathematics,83.0,81.5,2.2
1272,Rabia Yousaf,Male,9-A,Computer Science,77.7,96.5,3.6
1035,Kinza Iqbal,Female,11-A,Science,72.0,70.7,3.5
1084,Fatima Ahmed,Female,11-A,English,48.7,55.7,0.0
